Slice i -> i+1      Cluster ID i,i+1      Cluster size i,i+1                             Intersects                           Intersect ids
1->2                     0,0               33587,33759            0.9708518176675499,0.018221335635811475,0.0023223270908387175            0,2,67
2->3                     0,0               33759,33576            0.9804496578690127,0.00693148493735004,0.004028555348203442            0,2,9
3->4                     0,0               33576,33099            0.9690254944007625,0.016827495830355015,0.00932213485823207            0,9,2
4->5                     0,0               33099,33653            0.9755883863560832,0.01915465724040001,0.002296141877398109            0,2,25
5->6                     0,0               33653,32648            0.9442843134341663,0.026654384453094822,0.020681662853237453            0,2,8
6->7                     0,0               32648,31845            0.9679000245037981,0.02523891203136486,0.0014089683901004656            0,2,25
7->8                     0,0               31845,32941            0.9782697440728528,0.013220285759145863,0.0012874862615795258            0,2,8
8->9                     0,0               32941,33005            0.965453386357427,0.023830484806168603,0.001214292219422604            0,2,25
9->10                     0,0               33005,33022            0.9708529010755946,0.017997273140433267,0.004453870625662778            0,2,9
10->11                     0,2               33022,24485            0.7155835503603658,0.24913693901035674,0.009720792199139967            2,0,8
11->12                     2,0               24485,32352            0.9676536655094956,0.014131100673881968,0.0035531958341841943            0,2,27
12->13                     0,0               32352,32736            0.9800321463897131,0.010602126607319486,0.002812809099901088            0,2,26
13->14                     0,0               32736,32296            0.9743707233626588,0.009194770283479961,0.00791177908113392            0,8,2
14->15                     0,0               32296,31578            0.9594686648501363,0.03536041615060689,0.001176616299232103            0,2,27
15->16                     0,0               31578,31608            0.9784026854138957,0.010355310659319779,0.00383178162011527            0,2,25
16->17                     0,0               31608,31502            0.9807960010124019,0.011136421159200202,0.004017970134143255            0,8,2
17->18                     0,0               31502,32267            0.9808266141832265,0.007904260046981144,0.0022220811377055426            0,2,28
18->19                     0,0               32267,30562            0.9215607276784331,0.03083645830105061,0.0014565965227631946            0,1,28
19->20                     0,0               30562,30037            0.9669524245795432,0.01361167462862378,0.002486748249460114            0,1,79
20->21                     0,0               30037,31086            0.9860838299430702,0.004893964110929853,0.001198521823084862            0,2,30
21->22                     0,0               31086,30827            0.969664800874992,0.016502605674580197,0.002219648716464003            0,2,26
22->23                     0,0               30827,30660            0.9742757971907743,0.01070490154734486,0.009666850488208388            0,2,8
23->24                     0,0               30660,30049            0.9522178734507502,0.03421395955642531,0.002544031311154599            0,2,57
24->25                     0,0               30049,29693            0.964657725714666,0.017038836566940663,0.001663948883490299            0,2,28
25->26                     0,0               29693,29728            0.9744720978008284,0.008789950493382279,0.004512848146027683            0,32,11
26->27                     0,0               29728,30437            0.9683127018299247,0.01591092572658773,0.0024555974165769647            0,2,44
27->28                     0,0               30437,29578            0.9515392449978645,0.04192265992049151,0.002989782173013109            0,1,30
28->29                     0,0               29578,29411            0.9849212252349719,0.00973696666441274,0.001318547569139225            0,1,11
29->30                     0,0               29411,28837            0.9698412158716126,0.01322634388494101,0.01006426167080344            0,26,1
30->31                     0,2               28837,18457            0.6001664528210285,0.1446405659395915,0.042688213059610916            2,11,0
31->32                     2,2               18457,16855            0.5327518014845316,0.01820447526683643,0.01419515630925936            2,38,1
32->33                     2,2               16855,17270            0.9772767724710768,0.010679323642835954,0.0027291604865025214            2,1,31
33->34                     2,2               17270,14332            0.7796757382744643,0.17828604516502605,0.009669947886508396            2,0,27
34->35                     2,2               14332,12425            0.8490092101590846,0.09377616522467207,0.03537538375662853            2,0,28
35->36                     2,2               12425,14318            0.9398792756539236,0.017062374245472838,0.0047484909456740445            2,0,47
36->37                     2,2               14318,16385            0.9393071658052801,0.023886017600223495,0.007193742142757368            2,39,1
37->38                     2,2               16385,15163            0.8629844369850473,0.11168751907232224,0.009215746109246262            2,1,26
38->39                     2,2               15163,14275            0.9109015366352305,0.05203455780518367,0.012860251929037789            2,0,27
39->40                     2,2               14275,13591            0.91292469352014,0.04707530647985989,0.023887915936952716            2,0,25
40->41                     2,2               13591,12898            0.8841144875285115,0.07247443160915312,0.015966448384960637            2,0,40
41->42                     2,2               12898,16125            0.9547216622732206,0.013955652039075825,0.004574352612808187            2,1,30
42->43                     2,2               16125,10441            0.5928062015503875,0.18654263565891474,0.1038139534883721            2,15,1
43->44                     2,2               10441,12475            0.9687769370749928,0.005650799731826453,0.003926826932286179            2,36,1
44->45                     2,3               12475,9183            0.7077354709418837,0.2247695390781563,0.017555110220440883            3,0,25
45->46                     3,2               9183,11936            0.9248611564848089,0.0439943373625177,0.008711749972775781            2,47,1
46->47                     2,2               11936,11472            0.936662198391421,0.03443364611260054,0.010388739946380697            2,1,13
47->48                     2,2               11472,11064            0.9131799163179917,0.040359135285913526,0.0020920502092050207            2,1,25
48->49                     2,2               11064,11090            0.9498373101952278,0.02096890817064353,0.016720896601590745            2,1,18
49->50                     2,2               11090,11022            0.9492335437330929,0.03922452660054103,0.0032461677186654643            2,0,20
50->51                     2,2               11022,10933            0.9382144801306478,0.014970059880239521,0.012157503175467247            2,12,21
51->52                     2,2               10933,10822            0.9294795573035763,0.021220159151193633,0.008780755510838746            2,0,23
52->53                     2,2               10822,10159            0.8961374976898909,0.040011088523378306,0.02347070781740898            2,33,1
53->54                     2,2               10159,10169            0.9722413623388129,0.010138793188305935,0.004724874495521213            2,22,13
54->55                     2,2               10169,9694            0.8634083980725735,0.09273281541941193,0.022027731340348116            2,0,36
55->56                     2,2               9694,10869            0.9666804208788942,0.012069321229626574,0.003197854342892511            2,0,58
56->57                     2,2               10869,9377            0.8209586898518723,0.10148127702640537,0.062287238936424696            2,0,9
57->58                     2,2               9377,9507            0.8585901674309481,0.026660978991148554,0.02303508584835235            2,46,0
58->59                     2,2               9507,8822            0.8821920690017881,0.03418533712001683,0.026506784474597665            2,0,33
59->60                     2,2               8822,9510            0.8951484924053502,0.015302652459759692,0.015075946497392882            2,11,0
60->61                     2,3               9510,7596            0.753732912723449,0.1456361724500526,0.025236593059936908            3,0,27
61->62                     3,2               7596,5513            0.43799368088467616,0.1973407056345445,0.07596103212216956            2,11,16
62->63                     2,2               5513,3986            0.6769454017776165,0.11518229639035008,0.048975149646290586            2,3,13
63->64                     2,2               3986,4057            0.9162067235323633,0.013798294029101857,0.011038635223281485            2,26,15
64->65                     2,2               4057,4196            0.9440473256100567,0.022430367266453043,0.013063840276066059            2,55,13
65->66                     2,2               4196,3918            0.8910867492850334,0.05219256434699714,0.022402287893231648            2,10,11
66->67                     2,2               3918,3088            0.6549259826442062,0.26978050025523226,0.021439509954058193            2,14,18
67->68                     2,2               3088,2863            0.7626295336787565,0.0900259067357513,0.04047927461139896            2,9,14
68->69                     2,2               2863,2944            0.9172196996157876,0.03248340901152637,0.02549772965420887            2,13,20
69->70                     2,2               2944,2950            0.9313858695652174,0.026834239130434784,0.00985054347826087            2,48,0
70->71                     2,2               2950,3344            0.6864406779661016,0.05457627118644068,0.04949152542372881            2,11,24
71->72                     2,2               3344,3590            0.8639354066985646,0.09210526315789473,0.014354066985645933            2,29,33
72->73                     2,3               3590,2603            0.6495821727019498,0.2520891364902507,0.024512534818941504            3,16,10
73->74                     3,2               2603,2964            0.870149827122551,0.06723011909335382,0.018056089127929314            2,13,0
74->75                     2,2               2964,2753            0.8168016194331984,0.1214574898785425,0.028002699055330635            2,23,32
75->76                     2,2               2753,3629            0.9106429349800218,0.017798764983654194,0.015982564475118054            2,12,5
76->77                     2,1               3629,3854            0.9041058142739047,0.02424910443648388,0.017084596307522733            1,27,20
77->78                     1,2               3854,2993            0.6242864556305138,0.24390243902439024,0.07784120394395433            2,15,7
78->79                     2,3               2993,2423            0.7480788506515202,0.10157033077180087,0.029401937854994988            3,6,27
79->80                     3,3               2423,2421            0.9009492364836978,0.026826248452331822,0.013206768468840282            3,5,21
80->81                     3,3               2421,2334            0.8649318463444857,0.06526228831061545,0.014456836018174308            3,42,9
81->82                     3,3               2334,1696            0.6225364181662382,0.05012853470437018,0.027420736932305057            3,33,53
82->83                     3,4               1696,1840            0.8897405660377359,0.05188679245283019,0.01650943396226415            4,14,5
83->84                     4,4               1840,1649            0.8190217391304347,0.03152173913043478,0.025            4,14,48
84->85                     4,0               1649,33618            0.8483929654335961,0.10491206791995149,0.007883565797453002            0,2,19
