Slice i -> i+1      Cluster ID i,i+1      Cluster size i,i+1                             Intersects                           Intersect ids
1->2                     94,93               10497,10422            0.9160712584547966,0.010669715156711442,0.006478041345146232            93,60,846
2->3                     93,92               10422,10543            0.9205526770293609,0.007867971598541548,0.007196315486470927            92,55,834
3->4                     92,99               10543,10554            0.917196243953334,0.010054064308071707,0.0052167314806032435            99,58,822
4->5                     99,96               10554,10461            0.9137767671025204,0.008622323289747963,0.006822057987492893            96,56,117
5->6                     96,100               10461,10554            0.9245770002867795,0.007073893509224739,0.006500334576044355            100,58,843
6->7                     100,94               10554,10463            0.9134925146863748,0.009854083759711958,0.006443054765965511            94,57,113
7->8                     94,99               10463,10553            0.9239223931950683,0.007741565516582242,0.006021217624008411            99,58,533
8->9                     99,103               10553,10600            0.9180327868852459,0.007580782715815408,0.0070122240121292525            103,60,119
9->10                     103,67               10600,10531            0.9117924528301887,0.009622641509433962,0.006415094339622641            67,61,118
10->11                     67,100               10531,10467            0.9143481150887854,0.008641154686164656,0.006741999810084513            100,59,532
11->12                     100,93               10467,10696            0.9269131556319863,0.008120760485334862,0.0052546097258049105            93,59,522
12->13                     93,87               10696,10559            0.9106207928197457,0.008133881824981301,0.006824981301421092            87,800,56
13->14                     87,91               10559,10666            0.9226252486030874,0.006629415664362155,0.005303532531489724            91,60,532
14->15                     91,102               10666,10481            0.9104631539471217,0.007781736358522408,0.006750421901368836            102,60,118
15->16                     102,53               10481,10541            0.9223356549947525,0.007919091689724263,0.007346627230226123            53,58,113
16->17                     53,84               10541,10613            0.9242956076273598,0.008253486386490845,0.006545868513423774            84,115,58
17->18                     84,95               10613,10528            0.9154810138509375,0.006313012343352492,0.005653443889569396            95,55,108
18->19                     95,97               10528,10663            0.926766717325228,0.00816869300911854,0.007123860182370821            97,762,58
19->20                     97,92               10663,10555            0.9181281065366219,0.006564756635093314,0.0061896276845165524            92,53,482
20->21                     92,94               10555,10642            0.9296068214116533,0.0072003789673140695,0.006347702510658456            94,56,761
21->22                     94,95               10642,10588            0.9235106183048299,0.006671678255966923,0.005919939860928397            95,56,109
22->23                     95,96               10588,10556            0.9230260672459388,0.006705704571212693,0.005950132225160559            96,581,58
23->24                     96,90               10556,10534            0.9240242516104585,0.007104964001515726,0.0060629026146267525            90,36,244
24->25                     90,38               10534,10639            0.9264287070438579,0.0064552876400227836,0.005980634137079932            38,181,37
25->26                     38,95               10639,10594            0.9198232916627502,0.007801485101983269,0.006109596766613403            95,173,37
26->27                     95,90               10594,10556            0.9227864829148574,0.006796299792335284,0.005663583160279403            90,35,169
27->28                     90,40               10556,10610            0.9322660098522167,0.006252368321333838,0.0060629026146267525            40,39,173
28->29                     40,40               10610,10598            0.9270499528746465,0.0064090480678605085,0.005937794533459001            40,39,244
29->30                     40,237               10598,10557            0.9271560671824872,0.007642951500283072,0.006038875259482921            237,318,120
30->31                     237,803               10557,7967            0.6877900918821634,0.005588708913517097,0.0020839253575826466            803,117,602
31->32                     803,114               7967,3942            0.007405547885025731,0.005271745952052215,0.0037655328228944395            114,475,46
32->33                     114,118               3942,3891            0.8972602739726028,0.0045662100456621,0.00380517503805175            118,109,457
33->34                     118,114               3891,3859            0.8946286301721922,0.004112053456694937,0.003341043433564636            114,48,461
34->35                     114,115               3859,3892            0.8968644726613112,0.0038870173620108835,0.003627882871210158            115,110,1139
35->36                     115,113               3892,3761            0.8794964028776978,0.0035971223021582736,0.0028263103802672147            113,91,331
36->37                     113,113               3761,3818            0.8978994948152087,0.0029247540547726668,0.0026588673225206062            113,566,448
