id,degree,coreness,pageRank,clustering,component
2155004456,51,3,0.004582666390200733,0.001176470588235294,0
348058185,1,1,1.0942680625721009E-4,0.0,0
17748144,7,1,7.508083095237293E-4,0.0,0
4885405884,1,1,1.2425798204018744E-4,0.0,0
1188457338774212608,5,2,4.6431988501677063E-4,0.0,0
2404568288,1,1,1.119369642774513E-4,0.0,0
326229600,16,2,0.0013977158142040055,0.17142857142857143,0
714480767120838656,1,1,1.0722895943094361E-4,0.0,0
592730371,79,1,0.007938835983374045,0.0,0
883634756,1,1,1.1861287321193774E-4,0.0,0
2241288482,65,3,0.005273867385308583,0.03794642857142857,0
1042013501269663744,2,2,1.700045776625859E-4,0.5,0
859836939201126406,25,3,0.002002927278284008,0.008333333333333333,0
18708396,271,3,0.024287802890999216,2.3233565668990023E-4,0
2670435529,1,1,1.0922920009906936E-4,0.0,0
1044491097660174336,65,1,0.006575715196712624,0.0,0
4816845976,1,1,1.1917480599699375E-4,0.0,0
1019082963349368832,89,3,0.007497024282581248,0.025731452455590387,0
1196432627353432067,1,1,1.045833343904727E-4,0.0,0
1221102537773895681,132,2,0.01261516088826106,0.0,0
390968545,1,1,1.1434077361376359E-4,0.0,0
1225779630,489,3,0.04741613387161592,4.190552817727714E-6,0
745605624,1,1,1.1556078424566506E-4,0.0,0
859357874056822784,29,2,0.002791215104298744,0.003694581280788177,0
1030028049679572992,1,1,1.1482721221770352E-4,0.0,0
454232867,102,2,0.009481956655553469,0.0,0
1160396485030305792,1,1,1.1209573072212462E-4,0.0,0
1316331686,27,1,0.002775950369412336,0.0,0
66126175,1,1,1.2056872871536771E-4,0.0,0
1134461659328765953,51,3,0.003792043288731164,0.013333333333333334,0
186116284,4,2,3.1336559765696024E-4,0.16666666666666666,0
1107002015316692992,4,2,3.213465831187122E-4,0.0,0
1117882918049865730,4,2,3.0267096553962216E-4,0.16666666666666666,0
309791785,2,1,1.9957176592452674E-4,0.0,0
917440252284940289,97,2,0.009521617492259061,0.0,0
963152910346522624,1,1,1.1660409140345801E-4,0.0,0
35203319,77,2,0.006845997961776742,0.028771929824561403,0
870125456837750788,1,1,1.0857512801415366E-4,0.0,0
3817328187,102,3,0.00846830350992766,0.00145602795573675,0
1155340404591681537,1,1,1.0359136896057454E-4,0.0,0
4374719908,140,2,0.013223314180698885,0.014805546866854343,0
53026961,1,1,1.1332173131151617E-4,0.0,0
3026416094,5,2,4.474705092880714E-4,0.75,0
353996180,1,1,1.0902775873706104E-4,0.0,0
358926038,2,2,1.8280164395706612E-4,1.5,0
966612436978581504,15,2,0.0013024429677683245,0.014285714285714285,0
43077446,6,1,6.309847881777316E-4,0.0,0
50282586,1,1,1.2235469570230488E-4,0.0,0
244149321,2,2,1.9281340631979084E-4,0.0,0
1227512090178572295,7,2,6.235969691849498E-4,0.023809523809523808,0
1145634213233942528,2,2,1.9822890195465184E-4,0.0,0
989895714825269248,1,1,1.1917480599699375E-4,0.0,0
3222152657,11,2,0.0010038779951361786,0.0,0
991044777335513088,2,2,1.8220144275887673E-4,0.5,0
59088968,8,3,6.217639196607229E-4,0.30952380952380953,0
1113009401797971968,1,1,9.903401617031421E-5,0.0,0
36327407,4,2,3.514098079293247E-4,0.25,0
170616732,3,2,2.7742696122945036E-4,0.3333333333333333,0
3305925577,4,2,3.7886681241512904E-4,0.16666666666666666,0
20247015,55,2,0.005149213583618329,0.0,0
2174312239,1,1,1.1265824945531921E-4,0.0,0
3191036825,1,1,1.0432443207897477E-4,0.0,0
452722972,8,3,6.729201204260999E-4,0.017857142857142856,0
992852624830554112,5,2,5.055354595771215E-4,0.0,0
713951294,1,1,1.1900526710885006E-4,0.0,0
927290672553500672,32,2,0.002783672789334641,0.006048387096774193,0
1199772084102033410,2,2,1.895048561600073E-4,0.0,0
1190944388517642240,1,1,1.1332173131151617E-4,0.0,0
856839231230095361,101,2,0.009867396438196317,0.0,0
941216482976923649,1,1,1.1620095739966847E-4,0.0,0
