Slice i -> i+1      Cluster ID i,i+1      Cluster size i,i+1                             Intersects                           Intersect ids
1->2                     0,0               33948,32470            0.9338399905738188,0.03520089548721574,0.02032520325203252            0,2,9
2->3                     0,2               32470,23542            0.7073298429319371,0.27345241761626116,0.005728364644287034            2,0,40
3->4                     2,0               23542,32971            0.9754481352476425,0.004927363860334721,0.004842409311018605            0,32,2
4->5                     0,0               32971,33603            0.9583573443328987,0.03308968487458676,0.0026386824785417486            0,2,26
5->6                     0,2               33603,24405            0.6928250453828527,0.29167038657262745,0.0022617028241526055            2,0,29
6->7                     2,0               24405,32598            0.9735300143413235,0.003605818479819709,0.0034828928498258555            0,27,2
7->8                     0,0               32598,33479            0.9709491379839253,0.020645438370452174,0.0010736855021780476            0,2,28
8->9                     0,0               33479,33887            0.9730876071567252,0.018996983183488157,0.0019116461065145315            0,2,11
9->10                     0,0               33887,38158            0.5339215628412075,0.43040103874642194,0.01794198365154779            0,3,9
10->11                     0,2               38158,23954            0.5044027464751821,0.46865663818858433,0.004848262487551758            2,0,28
11->12                     2,2               23954,24653            0.9562077314853469,0.019829673540953493,0.003172747766552559            2,0,31
12->13                     2,2               24653,24192            0.9259319352614286,0.0391433091307346,0.006125015211130491            2,0,21
13->14                     2,2               24192,23784            0.9431216931216931,0.032200727513227514,0.003968253968253968            2,0,7
14->15                     2,2               23784,23699            0.9500924991590985,0.015010090817356206,0.011183989236461486            2,29,0
15->16                     2,2               23699,24434            0.9480568800371324,0.026245833157517193,0.004135195577872484            2,0,25
16->17                     2,2               24434,23663            0.9100843087501023,0.04714741753294589,0.014160595890971597            2,0,57
17->18                     2,0               23663,31582            0.933524912310358,0.013311921565312936,0.008029413007649073            0,4,2
18->19                     0,2               31582,23305            0.6997023621049965,0.2620796656323222,0.008834146032550188            2,0,56
19->20                     2,2               23305,23867            0.968547521990989,0.011199313452048916,0.0015447328899377815            2,0,62
20->21                     2,2               23867,24968            0.9609502660577366,0.013533330540076256,0.002430133657351154            2,20,63
21->22                     2,2               24968,24614            0.9590275552707466,0.016421018904197372,0.0029637936558795258            2,0,32
22->23                     2,2               24614,24522            0.9614447062647274,0.010278703177053709,0.006906638498415536            2,10,0
23->24                     2,2               24522,23618            0.9125275263029117,0.05386999429084088,0.005219802626213197            2,0,58
24->25                     2,2               23618,24990            0.941315945465323,0.026547548479972902,0.0034295876026759252            2,0,30
25->26                     2,2               24990,23493            0.8881952781112445,0.08147258903561425,0.005282112845138055            2,0,19
26->27                     2,2               23493,22771            0.9151236538543396,0.030264334056953134,0.009619886774783978            2,30,0
27->28                     2,2               22771,22539            0.9455447718589434,0.021211189671072855,0.0032936629924026173            2,0,29
28->29                     2,1               22539,23497            0.9564754425662185,0.011801765828120148,0.0022627445760681486            1,0,28
29->30                     1,2               23497,22463            0.9222028344043921,0.04966591479763374,0.004979359067114951            2,0,27
30->31                     2,1               22463,23123            0.9559720429150158,0.013755954235854516,0.00747896540978498            1,35,33
31->32                     1,2               23123,22178            0.9100030272888466,0.05552912684340267,0.010682004930156122            2,0,32
32->33                     2,2               22178,22341            0.9540986563260889,0.014113085039228064,0.00631256199837677            2,0,27
33->34                     2,1               22341,22600            0.9550602032138221,0.0206794682422452,0.004968443668591379            1,0,62
34->35                     1,2               22600,22076            0.9351769911504425,0.032787610619469026,0.0036283185840707967            2,0,19
