Slice i -> i+1      Cluster ID i,i+1      Cluster size i,i+1                             Intersects                           Intersect ids
1->2                     0,2               42084,25033            0.49194468206444253,0.4842220321262237,0.0049424959604600326            2,0,24
2->3                     2,2               25033,24540            0.9199456717133384,0.04865577437782127,0.004713777813286462            2,0,28
3->4                     2,2               24540,24144            0.9360228198859005,0.02563162184189079,0.013243683781581092            2,0,27
4->5                     2,2               24144,24089            0.9304589131875414,0.04382041086812458,0.0032720344599072235            2,0,18
5->6                     2,2               24089,23688            0.9548756693926689,0.00871767196645772,0.005272115903524431            2,0,62
6->7                     2,2               23688,24795            0.9617950016886188,0.017814927389395475,0.0016041877744005404            2,0,20
7->8                     2,2               24795,23391            0.9155071587013511,0.05190562613430127,0.0055253075216777576            2,0,20
8->9                     2,2               23391,24901            0.967166859048352,0.008037279295455517,0.0026933435936898806            2,0,20
9->10                     2,2               24901,23958            0.8959479538974339,0.06726637484438376,0.005100196779245813            2,0,31
10->11                     2,2               23958,23244            0.9072961015109775,0.029217797812839136,0.014483679772935971            2,29,41
11->12                     2,2               23244,23593            0.9210979177422131,0.03162106350025813,0.0073997590776114265            2,0,31
12->13                     2,2               23593,22726            0.9062009918196076,0.02992413003857076,0.010638748781418217            2,29,0
13->14                     2,1               22726,22742            0.9209275719440289,0.01865704479450849,0.015224852591745138            1,0,45
14->15                     1,2               22742,22214            0.9143874769149591,0.05280977926303755,0.009541816902647085            2,0,28
15->16                     2,2               22214,21990            0.9480507787881516,0.013324930224182947,0.012559647069415683            2,33,0
16->17                     2,1               21990,23962            0.9509322419281492,0.022692132787630742,0.004001819008640291            1,0,18
17->18                     1,1               23962,22622            0.9146982722644187,0.03968783907854102,0.008680410650196145            1,0,30
18->19                     1,1               22622,22746            0.9549111484395721,0.017018831226239945,0.0025196711166121473            1,0,20
19->20                     1,1               22746,22627            0.9544095665171899,0.011474544974940649,0.01033148685483162            1,32,0
20->21                     1,1               22627,22884            0.9645998143810491,0.004507888805409466,0.0023423343792813895            1,0,32
21->22                     1,2               22884,21799            0.9002796713861213,0.055235098758958226,0.01844083202237371            2,0,30
22->23                     2,1               21799,22660            0.9414652048259095,0.03582733152896922,0.002706546171842745            1,0,36
23->24                     1,1               22660,23123            0.979964695498676,0.00472197705207414,0.003795233892321271            1,0,31
24->25                     1,1               23123,22014            0.902953768974614,0.026121178047831164,0.00964407732560654            1,0,6
25->26                     1,1               22014,20505            0.8897065503770328,0.06041609884618879,0.0031797946761151995            1,2,41
26->27                     1,1               20505,20561            0.9598146793465009,0.010241404535479151,0.0025847354303828334            1,2,58
27->28                     1,1               20561,21145            0.9650308837118817,0.012158941685715675,0.002772238704343174            1,2,30
28->29                     1,0               21145,23037            0.9252305509576733,0.020855994324899502,0.00610073303381414            0,20,2
29->30                     0,1               23037,20073            0.8327473195294526,0.1207622520293441,0.005729912749055867            1,2,29
30->31                     1,0               20073,20927            0.911522941264385,0.005031634533951079,0.004782543715438649            0,54,15
31->32                     0,1               20927,18685            0.8534429206288526,0.12080087924690591,0.005638648635733741            1,2,18
32->33                     1,0               18685,20228            0.8788868075996789,0.0668985817500669,0.004923735616804923            0,23,3
33->34                     0,1               20228,18645            0.8101641289301957,0.15913585129523433,0.006031243820446905            1,2,13
34->35                     1,0               18645,18611            0.8886028425851434,0.01871815500134084,0.006704210244033253            0,44,2
35->36                     0,1               18611,17225            0.9016710547525657,0.06866906668099511,0.013540379345548331            1,2,33
36->37                     1,1               17225,17192            0.9591291727140784,0.01730043541364296,0.007373004354136429            1,2,31
37->38                     1,0               17192,15870            0.8041530944625407,0.07392973476035365,0.030944625407166124            0,21,18
38->39                     0,0               15870,16081            0.8676748582230623,0.07586641461877756,0.007687460617517328            0,2,33
39->40                     0,0               16081,16166            0.9751881101921522,0.0044773334991605,0.003358000124370375            0,15,11
40->41                     0,0               16166,15332            0.9064085116912037,0.06402325869108004,0.012433502412470617            0,20,2
41->42                     0,0               15332,16711            0.9337333681189669,0.007304983042003652,0.006196190973128098            0,30,33
42->43                     0,0               16711,14335            0.808868410029322,0.07857100113697564,0.06462808928250853            0,19,18
43->44                     0,0               14335,12391            0.8237181723055459,0.06543425183118243,0.03976281827694454            0,2,11
44->45                     0,0               12391,10014            0.74529900734404,0.0404325720280849,0.0234040836090711            0,2,4
45->46                     0,0               10014,7281            0.7046135410425405,0.12951867385660076,0.07349710405432394            0,6,3
46->47                     0,0               7281,6744            0.8513940392803186,0.046834226067847824,0.01799203406125532            0,23,4
47->48                     0,0               6744,6451            0.9131079478054567,0.04863582443653618,0.012900355871886121            0,5,16
48->49                     0,0               6451,6460            0.9587660827778639,0.0063556037823593245,0.005115485971167261            0,29,45
49->50                     0,0               6460,6652            0.968421052631579,0.009597523219814242,0.0058823529411764705            0,2,16
50->51                     0,0               6652,5523            0.7276007215874924,0.05141310883944678,0.026909200240529164            0,6,9
51->52                     0,0               5523,5994            0.9158066268332428,0.014122759369907659,0.012312149194278471            0,15,2
52->53                     0,0               5994,5009            0.7724391057724391,0.151317984651318,0.01384718051384718            0,6,50
53->54                     0,0               5009,5981            0.9223397883809143,0.011978438810141745,0.010980235575963266            0,5,12
54->55                     0,0               5981,5764            0.9098812907540546,0.019394750041799032,0.012038120715599399            0,4,14
55->56                     0,0               5764,6021            0.9489937543372657,0.011103400416377515,0.009368494101318528            0,26,21
56->57                     0,0               6021,6013            0.918784255107125,0.023418036870951668,0.010131207440624481            0,7,23
57->58                     0,0               6013,6100            0.9378014302344919,0.011475137202727423,0.009645767503741893            0,51,21
58->59                     0,0               6100,4986            0.7498360655737705,0.14590163934426228,0.037377049180327866            0,6,5
59->60                     0,0               4986,5890            0.8957079823505816,0.039711191335740074,0.008223024468511832            0,5,14
60->61                     0,0               5890,5788            0.8983022071307301,0.022071307300509338,0.01595925297113752            0,5,24
61->62                     0,0               5788,4151            0.6425362819626814,0.16689702833448514,0.0580511402902557            0,5,4
62->63                     0,2               4151,25629            0.8378703926764635,0.06962177788484702,0.014936159961455071            2,0,19
