id,degree,coreness,pageRank,betweeness,clustering
1216701337561452545,16,4,1.453285471804978E-4,226722.52781698742,0.008333333333333333
1141626547880595456,7,4,6.256779752823585E-5,575662.2640442374,0.047619047619047616
5988062,85,3,0.0011020908101575715,2859270.236818222,0.0
397954928,2,1,2.820102459576806E-5,225696.0,0.0
42326911,1982,4,0.024935601557943818,7.212730135818149E7,0.0
939551360286117888,1,1,1.5322642100968593E-5,0.0,0.0
2694251232,295,7,0.0029722576418098764,1.6642618729023024E7,9.800530381644183E-4
4843857766,2,2,2.1349237875511676E-5,23309.226156070294,0.0
2334614718,3,1,5.856713948675066E-5,3.0,0.0
336116161,1,1,2.1210734039043794E-5,0.0,0.0
806958898141863938,267,2,0.003737355893004475,7612479.889683096,0.0
3022263076,1,1,1.6529778498284392E-5,0.0,0.0
16364095,667,4,0.007940467702244958,2.6167993473243978E7,0.0
582286157,1,1,1.4748202653126886E-5,0.0,0.0
743560512504397824,3,3,3.596637883127379E-5,137212.11056364927,0.0
1228222904233410565,19,4,2.1187573181391856E-4,562649.5444829856,0.011695906432748537
68794846,1,1,1.4077997741788092E-5,0.0,0.0
66791268,27,2,3.788002564803033E-4,993123.0686505727,0.0
1170754661596434434,1,1,1.6550653820182937E-5,0.0,0.0
101486124,170,1,0.002398012030649389,14365.0,0.0
328116038,1,1,1.662358719362684E-5,0.0,0.0
1441308799,19,4,1.867452110572121E-4,1756946.3913055921,0.0029239766081871343
252097435,7,4,6.552216027338761E-5,1943674.5343571922,0.07142857142857142
722950850,52,2,6.93112964899013E-4,1979157.95289626,0.0
138547566,1,1,1.5955264099057072E-5,0.0,0.0
138974182,641,2,0.008900348588250647,1.777825276413248E7,0.0
1635638382,1,1,1.6434841768208427E-5,0.0,0.0
1225779630,500,5,0.00635166300279988,1.987855440561438E7,2.404809619238477E-5
3226221743,1,1,1.540992038467826E-5,0.0,0.0
1105832594963337221,5,3,4.663696668036341E-5,44823.157953478774,0.05
1229107003089465344,42,7,3.6777962551230064E-4,3527141.552398938,0.02032520325203252
16144221,2607,4,0.03409272603680538,7.528762956034516E7,2.3550739036910192E-6
3025571908,1,1,1.5744341624406336E-5,0.0,0.0
8835382,51,4,5.54473111483317E-4,1390830.2900230512,7.84313725490196E-4
23087456,1,1,1.3844790349800801E-5,0.0,0.0
595945913,1489,4,0.01835698474460045,4.342385399512444E7,0.0
758709501012901888,1,1,1.5107953489740657E-5,0.0,0.0
296989733,1,1,3.054983540097051E-5,0.0,0.0
418121684,1,1,3.054983540097051E-5,0.0,0.0
3817328187,109,7,9.970321048306627E-4,3877288.667821271,0.006965681277607883
1031466633154326528,1,1,1.2376834144703114E-5,0.0,0.0
49270256,1,1,1.5744341624406336E-5,0.0,0.0
57173406,43,3,5.099741318702862E-4,1813144.9484057897,0.04819976771196283
82987219,1,1,1.4693430869298624E-5,0.0,0.0
14372486,18,2,2.5406306809150017E-4,455450.97666785115,0.0
131764811,1,1,1.6625282752889974E-5,0.0,0.0
1119266833880760320,34,3,3.711638029315085E-4,743976.5664559435,0.0017825311942959
1001168776455434240,1,1,1.3881192891736812E-5,0.0,0.0
134804229,172,7,0.0015020082891006406,1.0946938976329606E7,0.005269957840337278
564725304,38,7,3.09271832376238E-4,1409037.2919629528,0.06116642958748222
2405640916,1,1,1.5744341624406336E-5,0.0,0.0
91593458,12,2,1.4235873566140363E-4,325444.9580495085,0.0
3312193065,1,1,1.4690444195761838E-5,0.0,0.0
2934291965,1,1,1.5744341624406336E-5,0.0,0.0
122245539,1,1,1.4748202653126886E-5,0.0,0.0
1019396264,1,1,1.56480133210781E-5,0.0,0.0
365251227,915,2,0.012629286960268594,2.800760086575318E7,1.0761559708720451E-5
3676512017,1,1,1.6361156987209468E-5,0.0,0.0
20548283,1077,4,0.014798704653005057,4.34662341543511E7,0.0
1197004393394188288,1,1,1.6309170108098674E-5,0.0,0.0
311862798,1,1,1.316732836938381E-5,0.0,0.0
3077923751,78,7,6.508689826515286E-4,4908599.805141731,0.030136530136530136
1240292557210488832,1,1,1.1693218685755952E-5,0.0,0.0
18708396,271,6,0.0030733276597651234,1.463942100384558E7,6.560065600656007E-4
3229908828,1,1,1.4243218344216133E-5,0.0,0.0
149859697,11,1,1.6007013740369967E-4,282144.99999999994,0.0
117595051,1,1,1.6982080146762427E-5,0.0,0.0
998940937668714497,1,1,1.6361156987209468E-5,0.0,0.0
928775251168657408,556,7,0.005354523098249963,3.2857155736483283E7,0.001108302547151468
261249842,1,1,1.2788119212409038E-5,0.0,0.0
18020612,492,3,0.00663067452154402,1.5923663323138323E7,2.4837315582931796E-5
1002328977376022528,3,3,3.812092208543797E-5,189469.58630152672,0.0
1115874631,324,3,0.004104926962928572,3.359224971207534E7,7.644383289378129E-5
38220884,1,1,1.5387828662292204E-5,0.0,0.0
819800,6,2,8.087708068510083E-5,916113.4782963962,0.0
4524704074,1,1,1.6080645025261416E-5,0.0,0.0
2931980997,1,1,1.5322642100968593E-5,0.0,0.0
23922797,33,2,4.045564701787438E-4,2281661.3901494173,0.0
115907262,2,2,2.5863747834510544E-5,86456.19736338746,0.5
48637571,3,1,5.458666581571578E-5,5.0,0.0
34044953,2,1,3.750498285857688E-5,3.0,0.0
117701249,4,2,5.58636584322008E-5,56436.99999999999,0.25
870266042412564481,1,1,1.6462495657734013E-5,0.0,0.0
2787936004,347,2,0.004781549279025722,1.1442685869569432E7,0.0
2464084319,1,1,1.6342336562983067E-5,0.0,0.0
136953019,6,1,7.894970786035373E-5,169297.99999999994,0.0
130222627,1,1,1.5776836106320002E-5,0.0,0.0
1074186848069713920,10,1,1.3906697116118438E-4,197512.00000000006,0.2361111111111111
791122661900443648,34,6,3.1542942098896823E-4,1948369.0247250968,0.08333333333333333
820309949565714432,136,7,0.001255969124162237,4350169.200805682,0.0054466230936819175
4275493223,2,2,1.9869111048287247E-5,10276.652422245805,0.0
291831562,16,2,1.884938169102406E-4,388210.4754143675,0.18571428571428572
746117593539321858,1,1,1.4618375686552845E-5,0.0,0.0
1152669866001874944,78,6,8.469855118849991E-4,1772036.4573906322,0.0014985014985014985
974498490762973190,1,1,1.3833036802083199E-5,0.0,0.0
1210659795088355330,1,1,1.540992038467826E-5,0.0,0.0
1214567034165612544,5,1,7.701746279679187E-5,112870.00000000001,0.0
314810707,1,1,1.7697823857598807E-5,0.0,0.0
852787295316918276,108,2,0.0014669143186446863,1.1753630995678512E7,0.0
1151420836588544002,1,1,1.6171191409664507E-5,0.0,0.0
1166817727673184261,24,7,2.0332902273532076E-4,231649.61584299276,0.10869565217391304
1056267517662904321,16,7,1.3028951972244096E-4,1105229.888868842,0.20833333333333334
934281310826389504,6,6,4.9529930443551985E-5,65414.440678301165,0.13333333333333333
57732899,50,1,7.169737855025845E-4,1225.0,0.0
250331855,1,1,1.6821356398938208E-5,0.0,0.0
815884734689636352,1,1,1.6361156987209468E-5,0.0,0.0
1527048086,1,1,3.054983540097051E-5,0.0,0.0
826683313,1,1,3.054983540097051E-5,0.0,0.0
230927249,59,4,6.60124931455148E-4,1380925.821146802,0.0011689070718877848
785315185,1,1,1.4112827067613435E-5,0.0,0.0
208796417,1,1,1.5744341624406336E-5,0.0,0.0
80862758,29,2,4.079395754474599E-4,761562.5,0.0
428335045,1,1,1.6587937516790975E-5,0.0,0.0
173290755,21,3,2.4111809110464083E-4,313595.7713825715,0.0
326696262,4,3,4.530105348942894E-5,109899.18114653353,0.0
2065391,1,1,3.054983540097051E-5,0.0,0.0
3345579826,1,1,3.054983540097051E-5,0.0,0.0
1161610181756801025,1,1,1.5322642100968593E-5,0.0,0.0
1137957898741403648,473,7,0.004627914881746557,5.413320357496246E7,0.005519270214833207
884869747548065792,1,1,1.291868937800737E-5,0.0,0.0
55638625,1,1,1.4006694385519649E-5,0.0,0.0
20271982,12,3,1.327675949759696E-4,209977.05811501294,0.22727272727272727
186116284,20,7,1.598761378124905E-4,762463.6515650034,0.06578947368421052
2755794987,20,7,1.5081447799275834E-4,102576.73927120278,0.07368421052631578
47917093,1,1,1.6361156987209468E-5,0.0,0.0
622652358,57,2,7.986369662202243E-4,1550560.5,0.0
954603324,1,1,1.654110520049172E-5,0.0,0.0
994453158301786113,100,2,0.0013401392159768809,4360285.411012848,0.0
66082079,1,1,1.6016617717464027E-5,0.0,0.0
136759973,13,2,1.5299727076660704E-4,301631.94255846716,0.0
1222234009339670531,2,2,2.442908128998613E-5,1384.9155701557036,0.0
572046243,1,1,1.662358719362684E-5,0.0,0.0
292904253,10,4,9.421735208002172E-5,907887.1014694263,0.06666666666666667
2264984045,1,1,1.6529778498284392E-5,0.0,0.0
