id,degree,coreness,pageRank,clustering,component
2155004456,47,2,0.005181437992806596,0.0,0
348058185,1,1,1.322777168814143E-4,0.0,0
17748144,7,1,8.788611472744214E-4,0.0,0
4885405884,1,1,1.4528995420341712E-4,0.0,0
326229600,16,2,0.0016642889976646522,0.1619047619047619,0
714480767120838656,1,1,1.2688388050994794E-4,0.0,0
592730371,79,1,0.00927235160345405,0.0,0
883634756,1,1,1.384216856731777E-4,0.0,0
2241288482,59,2,0.005730146669975791,0.04204476709013914,0
1042013501269663744,1,1,1.2098983739989861E-4,0.0,0
18708396,271,3,0.028734877397724585,2.3233565668990023E-4,0
2670435529,1,1,1.2866509026739661E-4,0.0,0
1044491097660174336,56,1,0.006627909363114106,0.0,0
4816845976,1,1,1.3924405109765872E-4,0.0,0
1019082963349368832,86,3,0.00872942304249222,0.026750700280112043,0
1196432627353432067,1,1,1.2474876055971375E-4,0.0,0
1221102537773895681,132,2,0.01504488471610971,0.0,0
390968545,1,1,1.3547963743710644E-4,0.0,0
1225779630,485,2,0.05544706111667076,4.260032376246059E-6,0
745605624,1,1,1.3579720785495542E-4,0.0,0
859357874056822784,29,2,0.003256944515714839,0.003694581280788177,0
1030028049679572992,1,1,1.3396510071248842E-4,0.0,0
1316331686,27,1,0.0032415812005433266,0.0,0
66126175,1,1,1.406893630634419E-4,0.0,0
1134461659328765953,48,3,0.004237150732972841,0.015070921985815602,0
186116284,3,2,2.7071029386226554E-4,0.3333333333333333,0
1107002015316692992,4,2,3.7962469785168785E-4,0.0,0
1117882918049865730,3,2,2.706951175360727E-4,0.3333333333333333,0
917440252284940289,97,2,0.011176893715041587,0.0,0
963152910346522624,1,1,1.365763333167817E-4,0.0,0
35203319,64,2,0.006613095451430517,0.03481822836661547,0
870125456837750788,1,1,1.2632128580676203E-4,0.0,0
3817328187,83,3,0.008387167346625098,0.0014692918013517484,0
1155340404591681537,1,1,1.2439736396273787E-4,0.0,0
4374719908,104,2,0.011467999673954099,0.01951265943270512,0
53026961,1,1,1.322530262527209E-4,0.0,0
3026416094,5,2,5.325429799378506E-4,0.75,0
358926038,2,2,2.1924980621030484E-4,1.5,0
353996180,1,1,1.289893191288288E-4,0.0,0
966612436978581504,13,2,0.0013811681650532702,0.019230769230769232,0
43077446,6,1,7.367221240330785E-4,0.0,0
50282586,1,1,1.4282803104836742E-4,0.0,0
244149321,2,1,2.3472725488559606E-4,0.0,0
1227512090178572295,7,2,7.443217527089342E-4,0.023809523809523808,0
1145634213233942528,2,1,2.494689167466318E-4,0.0,0
989895714825269248,1,1,1.3924405109765872E-4,0.0,0
991044777335513088,1,1,1.2474876055971375E-4,0.0,0
59088968,8,2,7.480465252798363E-4,0.30952380952380953,0
1113009401797971968,1,1,1.1794726987706427E-4,0.0,0
36327407,4,2,4.108043221457829E-4,0.25,0
170616732,3,2,3.2404819458762364E-4,0.3333333333333333,0
3305925577,4,2,4.4254971433133885E-4,0.16666666666666666,0
20247015,45,2,0.005112859719021289,0.0,0
2174312239,1,1,1.3514806495608202E-4,0.0,0
3191036825,1,1,1.330727070829366E-4,0.0,0
452722972,4,2,4.4617204125444484E-4,0.0,0
992852624830554112,5,2,5.956440558610988E-4,0.0,0
713951294,1,1,1.3983017288345706E-4,0.0,0
927290672553500672,32,2,0.0032563315386554014,0.006048387096774193,0
1199772084102033410,2,2,2.2228235121818672E-4,0.0,0
1190944388517642240,1,1,1.322530262527209E-4,0.0,0
856839231230095361,101,2,0.011529148650740218,0.0,0
941216482976923649,1,1,1.3565254632070856E-4,0.0,0
786773996360589312,1,1,1.384216856731777E-4,0.0,0
36028398,22,3,0.002050426874180826,0.11904761904761904,0
