id,degree,coreness,pageRank,clustering,component
2155004456,51,3,0.004144084682862377,0.001176470588235294,0
348058185,1,1,9.908607456368892E-5,0.0,0
17748144,7,2,6.306039823958699E-4,0.0,0
4885405884,1,1,1.065507510550876E-4,0.0,0
1188457338774212608,9,2,7.752977392072025E-4,0.0,0
2404568288,1,1,1.031974842569427E-4,0.0,0
1101968098293399561,34,2,0.0027253338667563892,0.0,0
764261361044037632,1,1,9.817197115033381E-5,0.0,0
326229600,16,2,0.0012425002562621308,0.17142857142857143,0
714480767120838656,2,2,1.6882640836102348E-4,1.0,0
4374719908,178,2,0.015245231736481082,0.011556240369799691,0
592730371,79,1,0.007195141345743294,0.0,0
883634756,1,1,1.0762246500392022E-4,0.0,0
2241288482,66,3,0.004724641831679656,0.037259615384615384,0
1042013501269663744,2,2,1.5189483874193335E-4,0.5,0
859836939201126406,25,3,0.0017983656293148386,0.008333333333333333,0
18708396,271,3,0.02181717804174946,2.3233565668990023E-4,0
2670435529,1,1,9.844191282174002E-5,0.0,0
1044491097660174336,65,1,0.0059596851422794505,0.0,0
4816845976,1,1,1.0812859086811503E-4,0.0,0
1019082963349368832,89,3,0.0067418045228957455,0.025731452455590387,0
1196432627353432067,1,1,9.432732199941474E-5,0.0,0
1221102537773895681,135,2,0.011610284837085028,0.0,0
390968545,1,1,1.0319723852664975E-4,0.0,0
1225779630,489,3,0.04271959277918724,4.190552817727714E-6,0
745605624,1,1,1.0438128485262077E-4,0.0,0
859357874056822784,29,2,0.0025296903419537004,0.003694581280788177,0
1030028049679572992,1,1,1.0413730812382544E-4,0.0,0
454232867,103,3,0.00855023386175003,9.518370454978108E-5,0
1160396485030305792,1,1,1.0059279727473836E-4,0.0,0
1316331686,27,1,0.0025165179144906232,0.0,0
66126175,1,1,1.0941013834156461E-4,0.0,0
1134461659328765953,53,3,0.0034998137134003827,0.012336719883889695,0
186116284,5,2,3.462538749232831E-4,0.1,0
1107002015316692992,4,2,2.862861565013335E-4,0.0,0
1117882918049865730,4,2,2.7100580187442065E-4,0.16666666666666666,0
309791785,2,1,1.7858640183822302E-4,0.0,0
634168631,9,2,6.993620029646483E-4,0.0,0
917440252284940289,97,2,0.008626154880257045,0.0,0
963152910346522624,1,1,1.0576206056491568E-4,0.0,0
35203319,77,2,0.006178061404128917,0.028771929824561403,0
870125456837750788,1,1,9.816832471103276E-5,0.0,0
65336280,8,1,7.201507084157197E-4,0.30952380952380953,0
726133104251928576,1,1,1.0646343294016916E-4,0.0,0
3817328187,102,3,0.007567147153541462,0.00145602795573675,0
1155340404591681537,1,1,9.303951936400794E-5,0.0,0
53026961,1,1,1.0282908726310767E-4,0.0,0
3026416094,5,2,4.0473152586764747E-4,0.75,0
353996180,1,1,9.871315150062188E-5,0.0,0
358926038,2,2,1.654296896451729E-4,1.5,0
966612436978581504,15,2,0.0011779292195469519,0.014285714285714285,0
43077446,6,1,5.716263259608107E-4,0.0,0
50282586,1,1,1.1090395615136727E-4,0.0,0
477864155,150,3,0.011438965971189692,0.0013422818791946308,0
1220680430631841792,1,1,9.479254764432186E-5,0.0,0
244149321,2,2,1.727453719279813E-4,0.0,0
1227512090178572295,7,2,5.596402643747801E-4,0.023809523809523808,0
1145634213233942528,3,2,2.648162985259218E-4,0.0,0
1222766494280339456,1,1,9.601736075562894E-5,0.0,0
989895714825269248,1,1,1.0812859086811503E-4,0.0,0
3222152657,11,2,9.074574672301688E-4,0.0,0
991044777335513088,2,2,1.6452124319158386E-4,0.5,0
59088968,8,3,5.606432630117536E-4,0.30952380952380953,0
1113009401797971968,1,1,8.949173327175773E-5,0.0,0
36327407,4,2,3.161403119811657E-4,0.25,0
170616732,3,2,2.507255498519845E-4,0.3333333333333333,0
3305925577,4,2,3.423672021805612E-4,0.16666666666666666,0
20247015,69,3,0.005454169120914871,4.2625745950554135E-4,0
2174312239,1,1,9.719727221762921E-5,0.0,0
3191036825,1,1,9.321560661088001E-5,0.0,0
452722972,8,3,5.972440035965119E-4,0.017857142857142856,0
992852624830554112,5,2,4.554426262670377E-4,0.0,0
713951294,1,1,1.0747592848141889E-4,0.0,0
927290672553500672,32,2,0.002512540757141637,0.006048387096774193,0
1199772084102033410,2,2,1.7114172658969304E-4,0.0,0
1190944388517642240,1,1,1.0282908726310767E-4,0.0,0
856839231230095361,101,2,0.008929964625915072,0.0,0
941216482976923649,1,1,1.053099064959417E-4,0.0,0
786773996360589312,1,1,1.0762246500392022E-4,0.0,0
36028398,22,3,0.0015741608708830285,0.11904761904761904,0
952016470061404160,1,1,9.076103530162174E-5,0.0,0
791114183903358977,2,2,1.5067428720428572E-4,1.5,0
1889021912,2,2,1.5925112400845252E-4,0.5,0
1187855556079341568,4,3,2.840894669038107E-4,0.5,0
3333164233,1,1,9.076103530162174E-5,0.0,0
822615255901683713,1,1,9.076103530162174E-5,0.0,0
4062490634,1,1,9.076103530162174E-5,0.0,0
1005583452173987841,9,3,6.269195593528251E-4,0.5,0
2165426407,1,1,9.076103530162174E-5,0.0,0
928395502164393984,1,1,9.076103530162174E-5,0.0,0
871385613575925760,2,2,1.5925112400845252E-4,0.5,0
1197241760805720065,2,2,1.5925112400845252E-4,0.5,0
916888176265895937,2,2,1.64063893747893E-4,0.5,0
2916713439,2,2,1.5925112400845252E-4,0.5,0
1074149483804585984,1,1,9.076103530162174E-5,0.0,0
1014566528,1,1,9.076103530162174E-5,0.0,0
130922707,2,2,1.5925112400845252E-4,0.5,0
1077371659529740288,4,3,2.8242595231265565E-4,0.6666666666666666,0
1211639926812364801,5,2,3.9346074223921247E-4,0.6666666666666666,0
50257835,29,1,0.002666513154007222,0.0,0
57073835,1,1,1.0825632390731364E-4,0.0,0
1168909450826190849,1,1,9.844191282174002E-5,0.0,0
20402945,13,2,0.0011440971338093082,0.0,0
36388846,1,1,1.0488036176268693E-4,0.0,0
1156038610136600582,166,2,0.014500327589516393,0.012416851441241685,0
266628409,1,1,1.0430463422465014E-4,0.0,0
1446933504,2,2,1.6723651242380556E-4,0.0,0
820309949565714432,19,2,0.0015369486011234921,0.0029239766081871343,0
951513164390256647,13,1,0.0011738399310511664,0.0,0
204728835,1,1,1.0682644676751721E-4,0.0,0
1164940374374330368,28,2,0.002386772394116815,0.0,0
969250788852862976,1,1,1.0255875260230588E-4,0.0,0
1097263539436236800,93,2,0.007774220724656738,1.168770453482936E-4,0
164685610,2,1,1.8707339750740698E-4,0.0,0
1182324054503706624,4,1,4.0388515519580666E-4,0.0,0
87720693,1,1,1.0438128485262077E-4,0.0,0
2929134674,1,1,1.0430463422465014E-4,0.0,0
222235384,1,1,9.479254764432186E-5,0.0,0
1226239458636333062,1,1,1.0413730812382544E-4,0.0,0
25550683,2,2,1.5486815816562904E-4,2.0,0
1217173996908793858,14,2,9.974506894281708E-4,0.24358974358974358,0
60227916,1,1,1.0438128485262077E-4,0.0,0
2725865306,17,2,0.0014159530566110144,0.12916666666666668,0
4456802175,1,1,1.007320466739555E-4,0.0,0
264359201,2,1,2.025572490962505E-4,0.0,0
137930016,1,1,1.1593604157581745E-4,0.0,0
79497923,3,2,2.6171749163067835E-4,0.0,0
104563694,1,1,1.0438128485262077E-4,0.0,0
18205531,12,2,0.0010226402252025777,0.0,0
704061368324984832,1,1,1.0243094809876667E-4,0.0,0
101980004,4,1,3.7832735147523246E-4,0.08333333333333333,0
2320140193,1,1,1.102875096230971E-4,0.0,0
913365890061791233,1,1,1.0576206056491568E-4,0.0,0
113116267,1,1,1.0319723852664975E-4,0.0,0
4237630037,1,1,9.908607456368892E-5,0.0,0
