id,degree,coreness,pageRank,clustering,component
17748144,7,2,5.108595995356245E-4,0.0,0
4885405884,1,1,8.717155447781217E-5,0.0,0
1188457338774212608,12,2,8.405761475529566E-4,0.0,0
2404568288,1,1,8.470193166264505E-5,0.0,0
1101968098293399561,34,2,0.002268444740100244,0.0,0
764261361044037632,1,1,8.189357877484756E-5,0.0,0
540194877,32,4,0.0017775048624967943,0.08494623655913978,0
1215259568231665664,2,2,1.3502636748382495E-4,0.5,0
403647191,8,2,5.906690492692243E-4,0.0,0
592730371,79,1,0.0060356477367748676,0.0,0
883634756,1,1,9.027499587455434E-5,0.0,0
18708396,271,4,0.01804647766192004,3.1433647669810034E-4,0
2670435529,1,1,8.176307571456124E-5,0.0,0
1019082963349368832,90,4,0.0055818635551012075,0.026813074565883555,0
1196432627353432067,1,1,7.782741754887963E-5,0.0,0
101893603,3,2,1.8783714610583622E-4,0.16666666666666666,0
474339811,1,1,7.833832980773259E-5,0.0,0
859357874056822784,29,2,0.0021212907219409776,0.003694581280788177,0
1030028049679572992,1,1,8.732960919931608E-5,0.0,0
1316331686,27,1,0.0021110360379838922,0.0,0
66126175,1,1,9.177652650149608E-5,0.0,0
102855741,12,1,9.477453330636502E-4,0.0,0
4126323552,1,1,9.239305095099361E-5,0.0,0
449974837,18,2,0.00131918431754837,0.0,0
1544657348,1,1,8.744491958498588E-5,0.0,0
1115874631,87,2,0.00613406080586287,6.682705159048383E-4,0
1052392478,1,1,8.514867570659085E-5,0.0,0
65336280,8,1,5.982479102383595E-4,0.30952380952380953,0
726133104251928576,1,1,8.86865103216684E-5,0.0,0
3026416094,5,2,3.3543067578685823E-4,0.75,0
353996180,1,1,8.211233038125336E-5,0.0,0
358926038,2,2,1.378423815246334E-4,1.5,0
966612436978581504,15,2,9.839275485683035E-4,0.014285714285714285,0
43077446,6,1,4.788023553988449E-4,0.0,0
50282586,1,1,9.292606898712692E-5,0.0,0
477864155,183,4,0.011283534542448917,0.0014411817690506215,0
1220680430631841792,1,1,7.75363770201684E-5,0.0,0
634168631,9,2,5.856915923443569E-4,0.0,0
1222766494280339456,1,1,8.044185144846354E-5,0.0,0
1044491097660174336,65,1,0.004996410998046471,0.0,0
989895714825269248,1,1,9.065913450145052E-5,0.0,0
59088968,13,4,7.349165904999737E-4,0.2196969696969697,0
1113009401797971968,1,1,7.314158428403368E-5,0.0,0
927290672553500672,32,2,0.0020846398284341526,0.006048387096774193,0
1199772084102033410,2,2,1.425610994654385E-4,0.0,0
1225779630,489,3,0.03561635127242112,1.2571658453183144E-5,0
1121412745386233857,60,2,0.004352584928789815,0.0,0
824329028438020097,1,1,8.68957151010034E-5,0.0,0
4374719908,178,2,0.01277265277890064,0.011556240369799691,0
1190944388517642240,1,1,8.61801560200593E-5,0.0,0
703738292290887682,17,4,0.0010249809464884193,0.0,0
772926434,1,1,7.635415653368117E-5,0.0,0
36028398,22,3,0.0013014815364464883,0.12380952380952381,0
952016470061404160,1,1,7.539430460872185E-5,0.0,0
791114183903358977,2,2,1.2478889009112672E-4,1.5,0
1889021912,2,2,1.32041360803163E-4,0.5,0
1187855556079341568,5,3,2.862074227071404E-4,0.65,0
3333164233,1,1,7.539430460872185E-5,0.0,0
822615255901683713,1,1,7.539430460872185E-5,0.0,0
4062490634,1,1,7.539430460872185E-5,0.0,0
1005583452173987841,9,3,5.060054775338988E-4,0.5,0
2165426407,1,1,7.539430460872185E-5,0.0,0
928395502164393984,1,1,7.539430460872185E-5,0.0,0
871385613575925760,2,2,1.32041360803163E-4,0.5,0
1197241760805720065,2,2,1.32041360803163E-4,0.5,0
916888176265895937,2,2,1.3676368861866896E-4,0.5,0
2916713439,2,2,1.32041360803163E-4,0.5,0
1074149483804585984,1,1,7.539430460872185E-5,0.0,0
1014566528,1,1,7.539430460872185E-5,0.0,0
130922707,2,2,1.32041360803163E-4,0.5,0
1077371659529740288,4,3,2.3281059198052747E-4,0.6666666666666666,0
1211639926812364801,5,2,3.251631129417307E-4,0.6666666666666666,0
1168909450826190849,1,1,8.176307571456124E-5,0.0,0
20402945,13,2,9.592395622492271E-4,0.0,0
36388846,1,1,8.794350779637081E-5,0.0,0
87720693,1,1,8.716672264432539E-5,0.0,0
222235384,1,1,7.75363770201684E-5,0.0,0
1226239458636333062,1,1,8.732960919931608E-5,0.0,0
60227916,1,1,8.716672264432539E-5,0.0,0
264359201,2,1,1.6895045901929308E-4,0.0,0
137930016,1,1,9.684031849779108E-5,0.0,0
79497923,3,2,2.1738110621298667E-4,0.0,0
104563694,1,1,8.716672264432539E-5,0.0,0
18205531,15,3,9.875026125804158E-4,0.0,0
704061368324984832,1,1,8.112630189435836E-5,0.0,0
2562545263,1,1,8.514867570659085E-5,0.0,0
101980004,5,2,3.5337525432008345E-4,0.05,0
2320140193,1,1,8.508698587006284E-5,0.0,0
917440252284940289,97,2,0.007223293988141536,0.0,0
913365890061791233,1,1,8.860159410833225E-5,0.0,0
1221102537773895681,135,3,0.009655080811451578,0.0,0
113116267,1,1,8.602021459228862E-5,0.0,0
1069997967468318721,1,1,7.75363770201684E-5,0.0,0
1294741,40,1,0.00304094912124663,0.0,0
20758244,1,1,8.984169847626075E-5,0.0,0
1118921804,5,2,3.3331694411068037E-4,0.15,0
1027918573757448193,1,1,8.167072731067804E-5,0.0,0
96944940,1,1,8.618121284670018E-5,0.0,0
1026418206,3,2,2.1618920052116306E-4,0.0,0
1134461659328765953,55,4,0.0029890073570797236,0.013468013468013467,0
2360380008,1,1,7.129442794216113E-5,0.0,0
1038555366118842369,1,1,8.716672264432539E-5,0.0,0
20247015,77,4,0.004913422767633361,8.544087491455912E-4,0
129500505,1,1,7.939315164317317E-5,0.0,0
476371367,1,1,7.75363770201684E-5,0.0,0
2465091615,1,1,8.514867570659085E-5,0.0,0
928775251168657408,143,4,0.009286653481075905,6.894513936767458E-4,0
1120248607419117569,1,1,8.032769894244562E-5,0.0,0
2345470167,1,1,7.75363770201684E-5,0.0,0
317377922,67,4,0.0037694434524727103,0.009724106739032113,0
2739462485,1,1,7.293046678440222E-5,0.0,0
1097263539436236800,204,2,0.014271504877618163,7.24427702115329E-5,0
4520807295,1,1,8.466640206165183E-5,0.0,0
446502819,1,1,8.176307571456124E-5,0.0,0
1149368673775185920,1,1,8.032769894244562E-5,0.0,0
172099674,2,2,1.4203367183864612E-4,0.0,0
454232867,118,4,0.007957123810229946,2.17296827466319E-4,0
1129523140298772481,10,2,6.855404404012636E-4,0.25,0
1107922363650170881,1,1,8.33747784862273E-5,0.0,0
3817328187,104,4,0.006217774566344951,0.002333831217326363,0
1212272465776242688,2,2,1.2887238833015577E-4,0.5,0
945775983122092032,126,4,0.00784366636424699,0.016774193548387096,0
1156038610136600582,167,2,0.012009828778839443,0.012340270171595473,0
2777473705,1,1,8.632758243739793E-5,0.0,0
829441956526772224,1,1,8.61801560200593E-5,0.0,0
150913809,4,2,2.709313441131824E-4,0.25,0
2975510359,1,1,8.264893987602767E-5,0.0,0
2800888368,63,2,0.004302197044707592,0.034637757800105765,0
929832459016925185,1,1,8.316631539723473E-5,0.0,0
